person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Manasseh_1:Eliel_1:2568,2568,Manasseh_1,ancestor,Eliel_1,logical,1CH 5:24,
Eliel_1:Manasseh_1:2569,2569,Eliel_1,descendant,Manasseh_1,logical,1CH 5:24,
Manasseh_1:Azriel_1:2570,2570,Manasseh_1,ancestor,Azriel_1,logical,1CH 5:24,
Azriel_1:Manasseh_1:2571,2571,Azriel_1,descendant,Manasseh_1,logical,1CH 5:24,
Manasseh_1:Jeremiah_2:2572,2572,Manasseh_1,ancestor,Jeremiah_2,logical,1CH 5:24,
Jeremiah_2:Manasseh_1:2573,2573,Jeremiah_2,descendant,Manasseh_1,logical,1CH 5:24,
Manasseh_1:Hodaviah_2:2574,2574,Manasseh_1,ancestor,Hodaviah_2,logical,1CH 5:24,
Hodaviah_2:Manasseh_1:2575,2575,Hodaviah_2,descendant,Manasseh_1,logical,1CH 5:24,
Manasseh_1:Jahdiel_1:2576,2576,Manasseh_1,ancestor,Jahdiel_1,logical,1CH 5:24,
Jahdiel_1:Manasseh_1:2577,2577,Jahdiel_1,descendant,Manasseh_1,logical,1CH 5:24,
Phinehas_1:Abishua_1:2578,2578,Phinehas_1,father,Abishua_1,explicit,1CH 6:4,
Abishua_1:Phinehas_1:2579,2579,Abishua_1,son,Phinehas_1,logical,1CH 6:4,
Abishua_1:Bukki_2:2580,2580,Abishua_1,father,Bukki_2,explicit,1CH 6:5,
Bukki_2:Abishua_1:2581,2581,Bukki_2,son,Abishua_1,logical,1CH 6:5,
Bukki_2:Uzzi_1:2582,2582,Bukki_2,father,Uzzi_1,explicit,1CH 6:5,
Uzzi_1:Bukki_2:2583,2583,Uzzi_1,son,Bukki_2,logical,1CH 6:5,
Uzzi_1:Zerahiah_1:2584,2584,Uzzi_1,father,Zerahiah_1,explicit,1CH 6:6,
Zerahiah_1:Uzzi_1:2585,2585,Zerahiah_1,son,Uzzi_1,logical,1CH 6:6,
Zerahiah_1:Meraioth_1:2586,2586,Zerahiah_1,father,Meraioth_1,explicit,1CH 6:6,
Meraioth_1:Zerahiah_1:2587,2587,Meraioth_1,son,Zerahiah_1,logical,1CH 6:6,
Meraioth_1:Amariah_1:2588,2588,Meraioth_1,father,Amariah_1,explicit,1CH 6:7,
Amariah_1:Meraioth_1:2589,2589,Amariah_1,son,Meraioth_1,logical,1CH 6:7,
Ahimaaz_2:Azariah_6:2590,2590,Ahimaaz_2,father,Azariah_6,explicit,1CH 6:9,
Azariah_6:Ahimaaz_2:2591,2591,Azariah_6,son,Ahimaaz_2,logical,1CH 6:9,
Azariah_6:Johanan_3:2592,2592,Azariah_6,father,Johanan_3,explicit,1CH 6:9,
Johanan_3:Azariah_6:2593,2593,Johanan_3,son,Azariah_6,logical,1CH 6:9,
Azariah_1:Amariah_2:2594,2594,Azariah_1,father,Amariah_2,explicit,1CH 6:11,
Amariah_2:Azariah_1:2595,2595,Amariah_2,son,Azariah_1,logical,1CH 6:11,
Amariah_2:Ahitub_4:2596,2596,Amariah_2,father,Ahitub_4,explicit,1CH 6:11,
Ahitub_4:Amariah_2:2597,2597,Ahitub_4,son,Amariah_2,logical,1CH 6:11,
Ahitub_4:Zadok_3:2598,2598,Ahitub_4,father,Zadok_3,explicit,1CH 6:12,
Zadok_3:Ahitub_4:2599,2599,Zadok_3,son,Ahitub_4,logical,1CH 6:12,
Zadok_3:Shallum_6:2600,2600,Zadok_3,father,Shallum_6,explicit,1CH 6:12,
Shallum_6:Zadok_3:2601,2601,Shallum_6,son,Zadok_3,logical,1CH 6:12,
Shallum_6:Hilkiah_3:2602,2602,Shallum_6,father,Hilkiah_3,explicit,1CH 6:13,
Hilkiah_3:Shallum_6:2603,2603,Hilkiah_3,son,Shallum_6,logical,1CH 6:13,
Hilkiah_3:Azariah_7:2604,2604,Hilkiah_3,father,Azariah_7,explicit,1CH 6:13,
Azariah_7:Hilkiah_3:2605,2605,Azariah_7,son,Hilkiah_3,logical,1CH 6:13,
Azariah_7:Seraiah_5:2606,2606,Azariah_7,father,Seraiah_5,explicit,1CH 6:14,
Seraiah_5:Azariah_7:2607,2607,Seraiah_5,son,Azariah_7,logical,1CH 6:14,
Seraiah_5:Jehozadak_1:2608,2608,Seraiah_5,father,Jehozadak_1,explicit,1CH 6:14,
Jehozadak_1:Seraiah_5:2609,2609,Jehozadak_1,son,Seraiah_5,logical,1CH 6:14,
Libni_1:Jahath_2:2610,2610,Libni_1,father,Jahath_2,logical,1CH 6:20,
Jahath_2:Libni_1:2611,2611,Jahath_2,son,Libni_1,explicit,1CH 6:20,
Jahath_2:Zimmah_1:2612,2612,Jahath_2,father,Zimmah_1,logical,1CH 6:20,
Zimmah_1:Jahath_2:2613,2613,Zimmah_1,son,Jahath_2,explicit,1CH 6:20,
Zimmah_1:Joah_2:2614,2614,Zimmah_1,father,Joah_2,logical,1CH 6:21,
Joah_2:Zimmah_1:2615,2615,Joah_2,son,Zimmah_1,explicit,1CH 6:21,
Joah_2:Iddo_2:2616,2616,Joah_2,father,Iddo_2,logical,1CH 6:21,
Iddo_2:Joah_2:2617,2617,Iddo_2,son,Joah_2,explicit,1CH 6:21,
Iddo_2:Zerah_4:2618,2618,Iddo_2,father,Zerah_4,logical,1CH 6:21,
Zerah_4:Iddo_2:2619,2619,Zerah_4,son,Iddo_2,explicit,1CH 6:21,
Zerah_4:Jeatherai_1:2620,2620,Zerah_4,father,Jeatherai_1,logical,1CH 6:21,
Jeatherai_1:Zerah_4:2621,2621,Jeatherai_1,son,Zerah_4,explicit,1CH 6:21,
Assir_1:Elkanah_3:2622,2622,Assir_1,father,Elkanah_3,logical,1CH 6:23,
Elkanah_3:Assir_1:2623,2623,Elkanah_3,son,Assir_1,explicit,1CH 6:23,
Elkanah_3:Ebiasaph_1:2624,2624,Elkanah_3,father,Ebiasaph_1,logical,1CH 6:23,
Ebiasaph_1:Elkanah_3:2625,2625,Ebiasaph_1,son,Elkanah_3,explicit,1CH 6:23,
Ebiasaph_1:Assir_2:2626,2626,Ebiasaph_1,father,Assir_2,logical,1CH 6:23,
Assir_2:Ebiasaph_1:2627,2627,Assir_2,son,Ebiasaph_1,explicit,1CH 6:23,
Assir_2:Tahath_1:2628,2628,Assir_2,father,Tahath_1,logical,1CH 6:24,
Tahath_1:Assir_2:2629,2629,Tahath_1,son,Assir_2,explicit,1CH 6:24,
Tahath_1:Uriel_1:2630,2630,Tahath_1,father,Uriel_1,logical,1CH 6:24,
Uriel_1:Tahath_1:2631,2631,Uriel_1,son,Tahath_1,explicit,1CH 6:24,
Uriel_1:Uzziah_2:2632,2632,Uriel_1,father,Uzziah_2,logical,1CH 6:24,
Uzziah_2:Uriel_1:2633,2633,Uzziah_2,son,Uriel_1,explicit,1CH 6:24,
Uzziah_2:Shaul_3:2634,2634,Uzziah_2,father,Shaul_3,logical,1CH 6:24,
Shaul_3:Uzziah_2:2635,2635,Shaul_3,son,Uzziah_2,explicit,1CH 6:24,
Elkanah_1:Amasai_1:2636,2636,Elkanah_1,father,Amasai_1,logical,1CH 6:25,
Amasai_1:Elkanah_1:2637,2637,Amasai_1,son,Elkanah_1,explicit,1CH 6:25,
Elkanah_1:Ahimoth_1:2638,2638,Elkanah_1,father,Ahimoth_1,logical,1CH 6:25,
Ahimoth_1:Elkanah_1:2639,2639,Ahimoth_1,son,Elkanah_1,explicit,1CH 6:25,
Elkanah_1:Zophai_1:2640,2640,Elkanah_1,father,Zophai_1,logical,1CH 6:26,
Zophai_1:Elkanah_1:2641,2641,Zophai_1,son,Elkanah_1,explicit,1CH 6:26,
Zophai_1:Nahath_2:2642,2642,Zophai_1,father,Nahath_2,logical,1CH 6:26,
Nahath_2:Zophai_1:2643,2643,Nahath_2,son,Zophai_1,explicit,1CH 6:26,
Nahath_2:Eliab_4:2644,2644,Nahath_2,father,Eliab_4,logical,1CH 6:27,
Eliab_4:Nahath_2:2645,2645,Eliab_4,son,Nahath_2,explicit,1CH 6:27,
Eliab_4:Jeroham_2:2646,2646,Eliab_4,father,Jeroham_2,logical,1CH 6:27,
Jeroham_2:Eliab_4:2647,2647,Jeroham_2,son,Eliab_4,explicit,1CH 6:27,
Jeroham_2:Elkanah_4:2648,2648,Jeroham_2,father,Elkanah_4,logical,1CH 6:27,
Elkanah_4:Jeroham_2:2649,2649,Elkanah_4,son,Jeroham_2,explicit,1CH 6:27,
Mahli_1:Libni_2:2650,2650,Mahli_1,father,Libni_2,logical,1CH 6:29,
Libni_2:Mahli_1:2651,2651,Libni_2,son,Mahli_1,explicit,1CH 6:29,
Libni_2:Shimei_7:2652,2652,Libni_2,father,Shimei_7,logical,1CH 6:29,
Shimei_7:Libni_2:2653,2653,Shimei_7,son,Libni_2,explicit,1CH 6:29,
Shimei_7:Uzzah_2:2654,2654,Shimei_7,father,Uzzah_2,logical,1CH 6:29,
Uzzah_2:Shimei_7:2655,2655,Uzzah_2,son,Shimei_7,explicit,1CH 6:29,
Uzzah_2:Shimea_1:2656,2656,Uzzah_2,father,Shimea_1,logical,1CH 6:30,
Shimea_1:Uzzah_2:2657,2657,Shimea_1,son,Uzzah_2,explicit,1CH 6:30,
Shimea_1:Haggiah_1:2658,2658,Shimea_1,father,Haggiah_1,logical,1CH 6:30,
Haggiah_1:Shimea_1:2659,2659,Haggiah_1,son,Shimea_1,explicit,1CH 6:30,
Haggiah_1:Asaiah_3:2660,2660,Haggiah_1,father,Asaiah_3,logical,1CH 6:30,
Asaiah_3:Haggiah_1:2661,2661,Asaiah_3,son,Haggiah_1,explicit,1CH 6:30,
Joel_1:Heman_3:2662,2662,Joel_1,father,Heman_3,logical,1CH 6:33,
Heman_3:Joel_1:2663,2663,Heman_3,son,Joel_1,explicit,1CH 6:33,
Mahath_1:Elkanah_5:2664,2664,Mahath_1,father,Elkanah_5,logical,1CH 6:35,
Elkanah_5:Mahath_1:2665,2665,Elkanah_5,son,Mahath_1,explicit,1CH 6:35,
Amasai_1:Mahath_1:2666,2666,Amasai_1,father,Mahath_1,logical,1CH 6:35,
Mahath_1:Amasai_1:2667,2667,Mahath_1,son,Amasai_1,explicit,1CH 6:35,
Joel_5:Elkanah_6:2668,2668,Joel_5,father,Elkanah_6,logical,1CH 6:36,
Elkanah_6:Joel_5:2669,2669,Elkanah_6,son,Joel_5,explicit,1CH 6:36,
Azariah_8:Joel_5:2670,2670,Azariah_8,father,Joel_5,logical,1CH 6:36,
Joel_5:Azariah_8:2671,2671,Joel_5,son,Azariah_8,explicit,1CH 6:36,
Zephaniah_1:Azariah_8:2672,2672,Zephaniah_1,father,Azariah_8,logical,1CH 6:36,
Azariah_8:Zephaniah_1:2673,2673,Azariah_8,son,Zephaniah_1,explicit,1CH 6:36,
Tahath_2:Zephaniah_1:2674,2674,Tahath_2,father,Zephaniah_1,logical,1CH 6:37,
Zephaniah_1:Tahath_2:2675,2675,Zephaniah_1,son,Tahath_2,explicit,1CH 6:37,
Assir_3:Tahath_2:2676,2676,Assir_3,father,Tahath_2,logical,1CH 6:37,
Tahath_2:Assir_3:2677,2677,Tahath_2,son,Assir_3,explicit,1CH 6:37,
Abiasaph_1:Assir_3:2678,2678,Abiasaph_1,father,Assir_3,logical,1CH 6:37,
Assir_3:Abiasaph_1:2679,2679,Assir_3,son,Abiasaph_1,explicit,1CH 6:37,
Berechiah_2:Asaph_2:2680,2680,Berechiah_2,father,Asaph_2,logical,1CH 6:39,
Asaph_2:Berechiah_2:2681,2681,Asaph_2,son,Berechiah_2,explicit,1CH 6:39,
Shimea_2:Berechiah_2:2682,2682,Shimea_2,father,Berechiah_2,logical,1CH 6:39,
Berechiah_2:Shimea_2:2683,2683,Berechiah_2,son,Shimea_2,explicit,1CH 6:39,
Michael_3:Shimea_2:2684,2684,Michael_3,father,Shimea_2,logical,1CH 6:40,
Shimea_2:Michael_3:2685,2685,Shimea_2,son,Michael_3,explicit,1CH 6:40,
Baaseiah_1:Michael_3:2686,2686,Baaseiah_1,father,Michael_3,logical,1CH 6:40,
Michael_3:Baaseiah_1:2687,2687,Michael_3,son,Baaseiah_1,explicit,1CH 6:40,
Malchijah_1:Baaseiah_1:2688,2688,Malchijah_1,father,Baaseiah_1,logical,1CH 6:40,
Baaseiah_1:Malchijah_1:2689,2689,Baaseiah_1,son,Malchijah_1,explicit,1CH 6:40,
Ethni_1:Malchijah_1:2690,2690,Ethni_1,father,Malchijah_1,logical,1CH 6:41,
Malchijah_1:Ethni_1:2691,2691,Malchijah_1,son,Ethni_1,explicit,1CH 6:41,
Zerah_5:Ethni_1:2692,2692,Zerah_5,father,Ethni_1,logical,1CH 6:41,
Ethni_1:Zerah_5:2693,2693,Ethni_1,son,Zerah_5,explicit,1CH 6:41,
Adaiah_2:Zerah_5:2694,2694,Adaiah_2,father,Zerah_5,logical,1CH 6:41,
Zerah_5:Adaiah_2:2695,2695,Zerah_5,son,Adaiah_2,explicit,1CH 6:41,
Ethan_3:Adaiah_2:2696,2696,Ethan_3,father,Adaiah_2,logical,1CH 6:42,
Adaiah_2:Ethan_3:2697,2697,Adaiah_2,son,Ethan_3,explicit,1CH 6:42,
Zimmah_2:Ethan_3:2698,2698,Zimmah_2,father,Ethan_3,logical,1CH 6:42,
Ethan_3:Zimmah_2:2699,2699,Ethan_3,son,Zimmah_2,explicit,1CH 6:42,
Shimei_8:Zimmah_2:2700,2700,Shimei_8,father,Zimmah_2,logical,1CH 6:42,
Zimmah_2:Shimei_8:2701,2701,Zimmah_2,son,Shimei_8,explicit,1CH 6:42,
Jahath_3:Shimei_8:2702,2702,Jahath_3,father,Shimei_8,logical,1CH 6:43,
Shimei_8:Jahath_3:2703,2703,Shimei_8,son,Jahath_3,explicit,1CH 6:43,
Gershon_1:Jahath_3:2704,2704,Gershon_1,father,Jahath_3,logical,1CH 6:43,
Jahath_3:Gershon_1:2705,2705,Jahath_3,son,Gershon_1,explicit,1CH 6:43,
Kishi_1:Ethan_4:2706,2706,Kishi_1,father,Ethan_4,logical,1CH 6:44,
Ethan_4:Kishi_1:2707,2707,Ethan_4,son,Kishi_1,explicit,1CH 6:44,
Abdi_1:Kishi_1:2708,2708,Abdi_1,father,Kishi_1,logical,1CH 6:44,
Kishi_1:Abdi_1:2709,2709,Kishi_1,son,Abdi_1,explicit,1CH 6:44,
Malluch_1:Abdi_1:2710,2710,Malluch_1,father,Abdi_1,logical,1CH 6:44,
Abdi_1:Malluch_1:2711,2711,Abdi_1,son,Malluch_1,explicit,1CH 6:44,
Hashabiah_1:Malluch_1:2712,2712,Hashabiah_1,father,Malluch_1,logical,1CH 6:45,
Malluch_1:Hashabiah_1:2713,2713,Malluch_1,son,Hashabiah_1,explicit,1CH 6:45,
Amaziah_3:Hashabiah_1:2714,2714,Amaziah_3,father,Hashabiah_1,logical,1CH 6:45,
Hashabiah_1:Amaziah_3:2715,2715,Hashabiah_1,son,Amaziah_3,explicit,1CH 6:45,
Hilkiah_4:Amaziah_3:2716,2716,Hilkiah_4,father,Amaziah_3,logical,1CH 6:45,
Amaziah_3:Hilkiah_4:2717,2717,Amaziah_3,son,Hilkiah_4,explicit,1CH 6:45,
Amzi_1:Hilkiah_4:2718,2718,Amzi_1,father,Hilkiah_4,logical,1CH 6:46,
Hilkiah_4:Amzi_1:2719,2719,Hilkiah_4,son,Amzi_1,explicit,1CH 6:46,
Bani_2:Amzi_1:2720,2720,Bani_2,father,Amzi_1,logical,1CH 6:46,
Amzi_1:Bani_2:2721,2721,Amzi_1,son,Bani_2,explicit,1CH 6:46,
Shemer_2:Bani_2:2722,2722,Shemer_2,father,Bani_2,logical,1CH 6:46,
Bani_2:Shemer_2:2723,2723,Bani_2,son,Shemer_2,explicit,1CH 6:46,
Mahli_2:Shemer_2:2724,2724,Mahli_2,father,Shemer_2,logical,1CH 6:47,
Shemer_2:Mahli_2:2725,2725,Shemer_2,son,Mahli_2,explicit,1CH 6:47,
Mushi_1:Mahli_2:2726,2726,Mushi_1,father,Mahli_2,logical,1CH 6:47,
Mahli_2:Mushi_1:2727,2727,Mahli_2,son,Mushi_1,explicit,1CH 6:47,
Tola_1:Uzzi_2:2728,2728,Tola_1,father,Uzzi_2,logical,1CH 7:2,
Uzzi_2:Tola_1:2729,2729,Uzzi_2,son,Tola_1,explicit,1CH 7:2,
Tola_1:Rephaiah_3:2730,2730,Tola_1,father,Rephaiah_3,logical,1CH 7:2,
Rephaiah_3:Tola_1:2731,2731,Rephaiah_3,son,Tola_1,explicit,1CH 7:2,
Tola_1:Jeriel_1:2732,2732,Tola_1,father,Jeriel_1,logical,1CH 7:2,
Jeriel_1:Tola_1:2733,2733,Jeriel_1,son,Tola_1,explicit,1CH 7:2,
Tola_1:Jahmai_1:2734,2734,Tola_1,father,Jahmai_1,logical,1CH 7:2,
Jahmai_1:Tola_1:2735,2735,Jahmai_1,son,Tola_1,explicit,1CH 7:2,
Tola_1:Ibsam_1:2736,2736,Tola_1,father,Ibsam_1,logical,1CH 7:2,
Ibsam_1:Tola_1:2737,2737,Ibsam_1,son,Tola_1,explicit,1CH 7:2,
Tola_1:Samuel_3:2738,2738,Tola_1,father,Samuel_3,logical,1CH 7:2,
Samuel_3:Tola_1:2739,2739,Samuel_3,son,Tola_1,explicit,1CH 7:2,
Uzzi_2:Izrahiah_1:2740,2740,Uzzi_2,father,Izrahiah_1,logical,1CH 7:3,
Izrahiah_1:Uzzi_2:2741,2741,Izrahiah_1,son,Uzzi_2,explicit,1CH 7:3,
Izrahiah_1:Michael_4:2742,2742,Izrahiah_1,father,Michael_4,logical,1CH 7:3,
Michael_4:Izrahiah_1:2743,2743,Michael_4,son,Izrahiah_1,explicit,1CH 7:3,
Izrahiah_1:Obadiah_3:2744,2744,Izrahiah_1,father,Obadiah_3,logical,1CH 7:3,
Obadiah_3:Izrahiah_1:2745,2745,Obadiah_3,son,Izrahiah_1,explicit,1CH 7:3,
Izrahiah_1:Joel_6:2746,2746,Izrahiah_1,father,Joel_6,logical,1CH 7:3,
Joel_6:Izrahiah_1:2747,2747,Joel_6,son,Izrahiah_1,explicit,1CH 7:3,
Izrahiah_1:Isshiah_1:2748,2748,Izrahiah_1,father,Isshiah_1,logical,1CH 7:3,
Isshiah_1:Izrahiah_1:2749,2749,Isshiah_1,son,Izrahiah_1,explicit,1CH 7:3,
Bela_2:Ezbon_2:2750,2750,Bela_2,father,Ezbon_2,logical,1CH 7:7,
Ezbon_2:Bela_2:2751,2751,Ezbon_2,son,Bela_2,explicit,1CH 7:7,
Bela_2:Uzzi_3:2752,2752,Bela_2,father,Uzzi_3,logical,1CH 7:7,
Uzzi_3:Bela_2:2753,2753,Uzzi_3,son,Bela_2,explicit,1CH 7:7,
Bela_2:Uzziel_3:2754,2754,Bela_2,father,Uzziel_3,logical,1CH 7:7,
Uzziel_3:Bela_2:2755,2755,Uzziel_3,son,Bela_2,explicit,1CH 7:7,
Bela_2:Jerimoth_1:2756,2756,Bela_2,father,Jerimoth_1,logical,1CH 7:7,
Jerimoth_1:Bela_2:2757,2757,Jerimoth_1,son,Bela_2,explicit,1CH 7:7,
Bela_2:Iri_1:2758,2758,Bela_2,father,Iri_1,logical,1CH 7:7,
Iri_1:Bela_2:2759,2759,Iri_1,son,Bela_2,explicit,1CH 7:7,
Becher_1:Zemirah_1:2760,2760,Becher_1,father,Zemirah_1,logical,1CH 7:8,
Zemirah_1:Becher_1:2761,2761,Zemirah_1,son,Becher_1,explicit,1CH 7:8,
Becher_1:Joash_6:2762,2762,Becher_1,father,Joash_6,logical,1CH 7:8,
Joash_6:Becher_1:2763,2763,Joash_6,son,Becher_1,explicit,1CH 7:8,
Becher_1:Eliezer_3:2764,2764,Becher_1,father,Eliezer_3,logical,1CH 7:8,
Eliezer_3:Becher_1:2765,2765,Eliezer_3,son,Becher_1,explicit,1CH 7:8,
Becher_1:Elioenai_3:2766,2766,Becher_1,father,Elioenai_3,logical,1CH 7:8,
Elioenai_3:Becher_1:2767,2767,Elioenai_3,son,Becher_1,explicit,1CH 7:8,
Becher_1:Omri_2:2768,2768,Becher_1,father,Omri_2,logical,1CH 7:8,
Omri_2:Becher_1:2769,2769,Omri_2,son,Becher_1,explicit,1CH 7:8,
Becher_1:Jeremoth_1:2770,2770,Becher_1,father,Jeremoth_1,logical,1CH 7:8,
Jeremoth_1:Becher_1:2771,2771,Jeremoth_1,son,Becher_1,explicit,1CH 7:8,
Becher_1:Abijah_4:2772,2772,Becher_1,father,Abijah_4,logical,1CH 7:8,
Abijah_4:Becher_1:2773,2773,Abijah_4,son,Becher_1,explicit,1CH 7:8,
Becher_1:Anathoth_1:2774,2774,Becher_1,father,Anathoth_1,logical,1CH 7:8,
Anathoth_1:Becher_1:2775,2775,Anathoth_1,son,Becher_1,explicit,1CH 7:8,
Becher_1:Alemeth_1:2776,2776,Becher_1,father,Alemeth_1,logical,1CH 7:8,
Alemeth_1:Becher_1:2777,2777,Alemeth_1,son,Becher_1,explicit,1CH 7:8,
Ashbel_1:Bilhan_2:2778,2778,Ashbel_1,father,Bilhan_2,logical,1CH 7:10,
Bilhan_2:Ashbel_1:2779,2779,Bilhan_2,son,Ashbel_1,explicit,1CH 7:10,
Bilhan_2:Jeush_2:2780,2780,Bilhan_2,father,Jeush_2,logical,1CH 7:10,
Jeush_2:Bilhan_2:2781,2781,Jeush_2,son,Bilhan_2,explicit,1CH 7:10,
Bilhan_2:Benjamin_2:2782,2782,Bilhan_2,father,Benjamin_2,logical,1CH 7:10,
Benjamin_2:Bilhan_2:2783,2783,Benjamin_2,son,Bilhan_2,explicit,1CH 7:10,
Bilhan_2:Ehud_2:2784,2784,Bilhan_2,father,Ehud_2,logical,1CH 7:10,
Ehud_2:Bilhan_2:2785,2785,Ehud_2,son,Bilhan_2,explicit,1CH 7:10,
Bilhan_2:Chenaanah_2:2786,2786,Bilhan_2,father,Chenaanah_2,logical,1CH 7:10,
Chenaanah_2:Bilhan_2:2787,2787,Chenaanah_2,son,Bilhan_2,explicit,1CH 7:10,
Bilhan_2:Zethan_1:2788,2788,Bilhan_2,father,Zethan_1,logical,1CH 7:10,
Zethan_1:Bilhan_2:2789,2789,Zethan_1,son,Bilhan_2,explicit,1CH 7:10,
Bilhan_2:Tarshish_2:2790,2790,Bilhan_2,father,Tarshish_2,logical,1CH 7:10,
Tarshish_2:Bilhan_2:2791,2791,Tarshish_2,son,Bilhan_2,explicit,1CH 7:10,
Bilhan_2:Ahishahar_1:2792,2792,Bilhan_2,father,Ahishahar_1,logical,1CH 7:10,
Ahishahar_1:Bilhan_2:2793,2793,Ahishahar_1,son,Bilhan_2,explicit,1CH 7:10,
Iri_1:Muppim_1:2794,2794,Iri_1,father,Muppim_1,logical,1CH 7:12,
Muppim_1:Iri_1:2795,2795,Muppim_1,son,Iri_1,explicit,1CH 7:12,
Iri_1:Huppim_1:2796,2796,Iri_1,father,Huppim_1,logical,1CH 7:12,
Huppim_1:Iri_1:2797,2797,Huppim_1,son,Iri_1,explicit,1CH 7:12,
Ehi_1:Hushim_2:2798,2798,Ehi_1,father,Hushim_2,logical,1CH 7:12,
Hushim_2:Ehi_1:2799,2799,Hushim_2,son,Ehi_1,explicit,1CH 7:12,
Manasseh_1:Asriel_2:2800,2800,Manasseh_1,father,Asriel_2,logical,1CH 7:14,
Asriel_2:Manasseh_1:2801,2801,Asriel_2,son,Manasseh_1,explicit,1CH 7:14,
Machir_1:Maacah_5:2802,2802,Machir_1,husband,Maacah_5,logical,1CH 7:15,
Maacah_5:Machir_1:2803,2803,Maacah_5,wife,Machir_1,explicit,1CH 7:15,
Maacah_5:Muppim_1:2804,2804,Maacah_5,sister,Muppim_1,explicit,1CH 7:15,
Muppim_1:Huppim_1:2805,2805,Muppim_1,brother,Maacah_5,logical,1CH 7:15,
Maacah_5:Maacah_5:2806,2806,Maacah_5,sister,Huppim_1,explicit,1CH 7:15,
Huppim_1:Maacah_5:2807,2807,Huppim_1,brother,Maacah_5,logical,1CH 7:15,
Machir_1:Zelophehad_2:2808,2808,Machir_1,husband,Zelophehad_2,logical,1CH 7:15,
Zelophehad_2:Machir_1:2809,2809,Zelophehad_2,wife,Machir_1,explicit,1CH 7:15,
Machir_1:Peresh_1:2810,2810,Machir_1,father,Peresh_1,logical,1CH 7:16,
Peresh_1:Machir_1:2811,2811,Peresh_1,son,Machir_1,explicit,1CH 7:16,
Machir_1:Sheresh_1:2812,2812,Machir_1,father,Sheresh_1,logical,1CH 7:16,
Sheresh_1:Machir_1:2813,2813,Sheresh_1,son,Machir_1,explicit,1CH 7:16,
Peresh_1:Ulam_1:2814,2814,Peresh_1,father,Ulam_1,logical,1CH 7:16,
Ulam_1:Peresh_1:2815,2815,Ulam_1,son,Peresh_1,explicit,1CH 7:16,
Peresh_1:Rakem_1:2816,2816,Peresh_1,father,Rakem_1,logical,1CH 7:16,
Rakem_1:Peresh_1:2817,2817,Rakem_1,son,Peresh_1,explicit,1CH 7:16,
Ulam_1:Bedan_1:2818,2818,Ulam_1,father,Bedan_1,logical,1CH 7:17,
Bedan_1:Ulam_1:2819,2819,Bedan_1,son,Ulam_1,explicit,1CH 7:17,
Gilead_1:Hammolecheth_1:2820,2820,Gilead_1,brother,Hammolecheth_1,logical,1CH 7:18,
Hammolecheth_1:Gilead_1:2821,2821,Hammolecheth_1,sister,Gilead_1,explicit,1CH 7:18,
Hammolecheth_1:Ishhod_1:2822,2822,Hammolecheth_1,mother,Ishhod_1,explicit,1CH 7:18,
Ishhod_1:Hammolecheth_1:2823,2823,Ishhod_1,son,Hammolecheth_1,logical,1CH 7:18,
Hammolecheth_1:Abiezer_2:2824,2824,Hammolecheth_1,mother,Abiezer_2,explicit,1CH 7:18,
Abiezer_2:Hammolecheth_1:2825,2825,Abiezer_2,son,Hammolecheth_1,logical,1CH 7:18,
Hammolecheth_1:Mahlah_2:2826,2826,Hammolecheth_1,mother,Mahlah_2,explicit,1CH 7:18,
Mahlah_2:Hammolecheth_1:2827,2827,Mahlah_2,daughter,Hammolecheth_1,logical,1CH 7:18,
Shemida_1:Ahian_1:2828,2828,Shemida_1,father,Ahian_1,logical,1CH 7:19,
Ahian_1:Shemida_1:2829,2829,Ahian_1,son,Shemida_1,explicit,1CH 7:19,
Shemida_1:Shechem_3:2830,2830,Shemida_1,father,Shechem_3,logical,1CH 7:19,
Shechem_3:Shemida_1:2831,2831,Shechem_3,son,Shemida_1,explicit,1CH 7:19,
Shemida_1:Lihki_1:2832,2832,Shemida_1,father,Lihki_1,logical,1CH 7:19,
Lihki_1:Shemida_1:2833,2833,Lihki_1,son,Shemida_1,explicit,1CH 7:19,
Shemida_1:Aniam_1:2834,2834,Shemida_1,father,Aniam_1,logical,1CH 7:19,
Aniam_1:Shemida_1:2835,2835,Aniam_1,son,Shemida_1,explicit,1CH 7:19,
Shuthelah_1:Bered_1:2836,2836,Shuthelah_1,father,Bered_1,logical,1CH 7:20,
Bered_1:Shuthelah_1:2837,2837,Bered_1,son,Shuthelah_1,explicit,1CH 7:20,
Bered_1:Tahath_3:2838,2838,Bered_1,father,Tahath_3,logical,1CH 7:20,
Tahath_3:Bered_1:2839,2839,Tahath_3,son,Bered_1,explicit,1CH 7:20,
Tahath_3:Eleadah_1:2840,2840,Tahath_3,father,Eleadah_1,logical,1CH 7:20,
Eleadah_1:Tahath_3:2841,2841,Eleadah_1,son,Tahath_3,explicit,1CH 7:20,
Eleadah_1:Tahath_4:2842,2842,Eleadah_1,father,Tahath_4,logical,1CH 7:20,
Tahath_4:Eleadah_1:2843,2843,Tahath_4,son,Eleadah_1,explicit,1CH 7:20,
Tahath_4:Zabad_2:2844,2844,Tahath_4,father,Zabad_2,logical,1CH 7:21,
